,price,ranks,title,no_of_reviews,ratings,author,cover_type,year
1199,4.93,9,The Very Hungry Caterpillar,"54,087",4.9,Eric Carle,Board book,2021
1200,4.07,10,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!","77,383",4.8,Crystal Radke,Paperback,2021
1201,13.29,11,The Midnight Library: A Novel,"199,788",4.3,Matt Haig,Hardcover,2021
1202,13.37,12,The Four Winds: A Novel,"121,169",4.5,Kristin Hannah,Hardcover,2021
1203,6.62,13,Dog Man: Mothering Heights: A Graphic Novel (Dog Man #10): From the Creator of Captain Underpants (10),"22,739",4.9,Dav Pilkey,Hardcover,2021
1204,13.08,14,The Last Thing He Told Me: A Novel,"113,390",4.3,Laura Dave,Hardcover,2021
1205,7.49,15,Big Shot Diary of a Wimpy Kid Book 16,"20,481",4.9,Jeff Kinney,Hardcover,2021
1206,19.42,16,"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children’s Health Defense)","21,182",4.8,Robert F. Kennedy Jr.,Hardcover,2021
1207,9.42,17,The Seven Husbands of Evelyn Hugo: A Novel,"125,513",4.6,Taylor Jenkins Reid,Paperback,2021
1208,11.60,18,The 48 Laws of Power,"52,538",4.7,Robert Greene,Paperback,2021
1209,8.48,19,"Oh, the Places You'll Go!  ","42,891",4.9,Dr. Seuss,Hardcover,2021
1210,4.55,20,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,,Board book,2021
1211,16.98,21,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,"94,215",4.7,Robert T. Kiyosaki,Paperback,2021
1212,7.57,22,The 5 Love Languages: The Secret to Love that Lasts,"69,932",4.8,Gary Chapman,Paperback,2021
1213,6.99,23,Burn After Writing (Pink),"78,364",4.6,Sharon Jones,Paperback,2021
1214,7.48,24,1984,"72,522",4.7,George Orwell,Mass Market Paperback,2021
1215,14.02,25,Peril,"20,556",4.6,Bob Woodward,Hardcover,2021
1216,14.89,26,Untamed,"53,704",4.6,Glennon Doyle,Hardcover,2021
1217,12.01,27,"Dune (Dune Chronicles, Book 1)","30,080",4.8,Frank Herbert,Paperback,2021
1218,16.87,28,My First Library : Boxset of 10 Board Books for Kids,"62,806",4.6,Wonder House Books,Board book,2021
1219,17.78,29,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,"15,192",4.8,Brené Brown,Hardcover,2021
1220,10.34,30,The Song of Achilles: A Novel,"53,893",4.7,Madeline Miller,Paperback,2021
1221,8.72,31,The Hill We Climb: An Inaugural Poem for the Country,"15,574",4.9,Amanda Gorman,Hardcover,2021
1222,15.35,32,Greenlights,"59,439",4.7,Matthew McConaughey,Hardcover,2021
1223,8.99,33,Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,"36,038",4.8,Karen Frazier,Paperback,2021
1224,17.99,34,The Storyteller: Tales of Life and Music,"27,063",4.8,Dave Grohl,Hardcover,2021
1225,13.29,35,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","94,833",4.7,Paulo Coelho,Paperback,2021
1226,5.99,36,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)","66,916",4.8,School Zone,Paperback,2021
1227,6.99,37,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls","32,103",4.8,Hopscotch Girls,Paperback,2021
1228,14.30,38,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"80,414",4.6,Mark Manson,Hardcover,2021
1229,8.37,39,They Both Die at the End,"32,399",4.6,Adam Silvera,Paperback,2021
1230,14.34,40,Caste (Oprah's Book Club): The Origins of Our Discontents,"41,006",4.8,Isabel Wilkerson,Hardcover,2021
1231,5.23,41,How to Catch a Mermaid,"29,865",4.8,Adam Wallace,Hardcover,2021
1232,13.58,42,Call Us What We Carry: Poems,"4,530",4.8,Amanda Gorman,Hardcover,2021
1233,5.98,43,We Were Liars,"42,321",4.5,E. Lockhart,Paperback,2021
1234,18.00,44,Go Tell the Bees That I Am Gone: A Novel (Outlander),"54,629",4.7,Diana Gabaldon,Hardcover,2021
1235,10.62,45,Grumpy Monkey,"22,900",4.8,Suzanne Lang,Hardcover,2021
1236,9.59,46,"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are (Self-Help Workbooks for Women)","16,062",4.7,Megan Logan MSW  LCSW,Paperback,2021
1237,23.00,47,Publication Manual (OFFICIAL) 7th Edition of the American Psychological Association,"28,609",4.8,American Psychological Association,Paperback,2021
1238,7.20,48,Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,"21,503",4.8,Workman Publishing,Paperback,2021
1239,10.50,49,How to Win Friends & Influence People,"79,206",4.7,Dale Carnegie,Paperback,2021
1240,8.55,50,The Wonderful Things You Will Be,"25,188",4.9,Emily Winfield Martin,Hardcover,2021
1241,17.49,51,The Lincoln Highway: A Novel,"65,589",4.4,Amor Towles,Hardcover,2021
1242,9.98,52,Where the Crawdads Sing,"345,988",4.8,Delia Owens,Paperback,2021
1243,8.99,53,Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals),"28,793",4.7,Monica Sweeney,Paperback,2021
1244,5.36,54,Goodnight Moon,"24,855",4.9,Margaret Wise Brown,Board book,2021
1245,11.00,55,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon","19,376",4.8,Mary Pope Osborne,Paperback,2021
1246,5.00,56,Where's Spot?,"31,018",4.9,Eric Hill,Board book,2021
1247,10.90,57,Air Fryer Cookbook: 600 Effortless Air Fryer Recipes for Beginners and Advanced Users,"37,065",4.4,Jenson William,Paperback,2021
1248,4.98,58,Love You Forever,"53,225",4.9,Robert Munsch,Paperback,2021
1249,5.22,59,How to Catch a Unicorn,"32,132",4.8,Adam Wallace,Hardcover,2021
1250,4.59,60,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,,Board book,2021
1251,2.88,61,Flash Cards: Sight Words,Scholastic Teacher Resources,4.8,,Cards,2021
1252,14.49,62,"What Happened to You?: Conversations on Trauma, Resilience, and Healing","12,177",4.7,Oprah Winfrey,Hardcover,2021
1253,5.99,63,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),"28,861",4.6,M Prefontaine,Paperback,2021
1254,16.46,64,"How to Do the Work: Recognize Your Patterns, Heal from Your Past, and Create Your Self",Dr. Nicole LePera,4.8,,Hardcover,2021
1255,9.31,65,Change Sings: A Children's Anthem,"4,714",4.9,Amanda Gorman,Hardcover,2021
1256,16.75,66,Think Again: The Power of Knowing What You Don't Know,"12,048",4.6,Adam Grant,Hardcover,2021
1257,13.55,67,Keep Sharp: Build a Better Brain at Any Age,"11,042",4.7,Sanjay Gupta M.D.,Hardcover,2021
1258,9.42,68,,"30,169",4.7,,Paperback,2021
1259,14.95,69,The Women of the Bible Speak: The Wisdom of 16 Women and Their Lessons for Today,"12,301",4.8,Shannon Bream,Hardcover,2021
1260,5.99,70,The Big Book of Silly Jokes for Kids,"20,596",4.7,Carole P. Roman,Paperback,2021
1261,18.80,71,Percy Jackson and the Olympians 5 Book Paperback Boxed Set (w/poster) (Percy Jackson & the Olympians),"36,314",4.9,Rick Riordan,Paperback,2021
1262,14.57,72,The Invisible Life of Addie LaRue,"57,401",4.5,V. E. Schwab,Hardcover,2021
1263,17.32,73,Project Hail Mary: A Novel,"85,399",4.7,Andy Weir,Hardcover,2021
1264,4.99,74,How to Draw 101 Animals (1),"24,668",4.7,Dan Green,Paperback,2021
1265,12.70,75,What to Expect When You're Expecting,"29,403",4.8,Heidi Murkoff,Paperback,2021
1266,18.00,76,Verity,"164,936",4.6,Colleen Hoover,Paperback,2021
1267,38.86,77,Harry Potter Paperback Box Set (Books 1-7),"91,706",4.9,J. K. Rowling,Paperback,2021
1268,7.19,78,To Kill a Mockingbird,"68,927",4.8,Harper Lee,Paperback,2021
1269,9.98,79,People We Meet on Vacation,"46,817",4.3,Emily Henry,Paperback,2021
1270,12.50,80,The Judge's List: A Novel (The Whistler),"69,780",4.5,John Grisham,Hardcover,2021
1271,18.14,81,12 Rules for Life: An Antidote to Chaos,"58,155",4.8,Jordan B. Peterson,Hardcover,2021
1272,11.99,82,Man's Search for Meaning,"53,369",4.7,Viktor E. Frankl,Paperback,2021
1273,7.03,83,It's Not Easy Being a Bunny (Beginner Books(R)),"16,890",4.8,Marilyn Sadler,Hardcover,2021
1274,14.29,84,The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,"39,295",4.7,Benjamin Graham,Paperback,2021
1275,10.40,85,Ugly Love: A Novel,"82,666",4.7,Colleen Hoover,Paperback,2021
1276,17.93,86,Joshua Weissman: An Unapologetic Cookbook. #1 NEW YORK TIMES BESTSELLER,"13,923",4.9,Joshua Weissman,Hardcover,2021
1277,9.49,87,The Outsiders,"30,631",4.8,S. E. Hinton,Paperback,2021
1278,7.51,88,The Power of Now: A Guide to Spiritual Enlightenment,"42,824",4.7,Eckhart Tolle,Paperback,2021
1279,26.47,89,"Dr. Seuss's Beginner Book Collection (Cat in the Hat, One Fish Two Fish, Green Eggs and Ham, Hop on Pop, Fox in Socks)","21,329",4.9,Dr. Seuss,Hardcover,2021
1280,16.59,90,Magnolia Table,"32,342",4.8,Joanna Gaines,Hardcover,2021
1281,11.94,91,The Step-by-Step Instant Pot Cookbook: 100 Simple Recipes for Spectacular Results -- with Photographs of Every Step (Step-by-Step Instant Pot Cookbooks),"30,601",4.7,Jeffrey Eisner,Paperback,2021
1282,12.32,92,The Vanishing Half: A Novel,"96,466",4.4,Brit Bennett,Hardcover,2021
1283,16.53,93,A Promised Land,"125,038",4.9,Barack Obama,Hardcover,2021
1284,11.89,94,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)","22,182",4.8,Adir Levy,Hardcover,2021
1285,13.40,95,The Wish,"35,354",4.7,Nicholas Sparks,Hardcover,2021
1286,16.69,96,Will,Will Smith,4.8,,Hardcover,2021
1287,7.49,97,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century (Think and Grow Rich Series),"83,367",4.7,Napoleon Hill,Paperback,2021
1288,8.95,98,Dragons Love Tacos,"15,771",4.8,Adam Rubin,Hardcover,2021
1289,7.49,99,"The Truth About COVID-19: Exposing The Great Reset, Lockdowns, Vaccine Passports, and the New Normal",Doctor Joseph Mercola,4.8,,Hardcover,2021
1290,13.29,100,First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning Readers,"27,350",4.7,Deborah Schecter,Paperback,2021
